	0
ENOG4108ZQ1	7
ENOG4108ZQ2	8
ENOG4106TYS	3
ENOG4108ZQ4	3
ENOG4108ZQ5	15
ENOG4108ZQ6	4
ENOG4108ZQ7	3
ENOG4107PPS	4
ENOG4105N49	2
ENOG4107YDQ	4
ENOG4107YDP	5
ENOG4107YDS	10
ENOG4108BZ6	1
ENOG4106TYX	3
ENOG41075Q5	5
ENOG4108XPD	1
ENOG4106CC5	8
ENOG4106CC4	2
ENOG4106CC7	7
ENOG4106CC6	5
ENOG4106CC1	3
ENOG4108XPG	13
ENOG4106CC3	4
ENOG4106CC2	6
ENOG4106CC9	3
ENOG4106CC8	4
ENOG410687F	4
ENOG410687G	4
ENOG410687D	7
ENOG410687E	13
ENOG410687B	2
ENOG410687C	4
ENOG4106TYE	3
ENOG4108TEF	1
ENOG410687M	6
ENOG410687J	5
ENOG410687K	1
ENOG410687H	3
ENOG410687I	4
ENOG410687V	3
ENOG410687W	5
ENOG410687T	1
ENOG4106TYG	4
ENOG410687R	2
ENOG410687S	1
ENOG410687P	3
ENOG410687Q	14
ENOG4107DDW	2
ENOG410687Z	2
ENOG410687X	4
ENOG410687Y	4
ENOG4108BPC	2
ENOG4108TEG	9
ENOG4106TYC	1
ENOG41086DI	10
ENOG4106876	4
ENOG4106877	5
ENOG4106874	1
ENOG4106872	8
ENOG4106873	3
ENOG4106870	12
ENOG4106871	15
ENOG4108BPG	1
ENOG4108XPS	4
ENOG4106878	2
ENOG4106879	4
ENOG4106CCE	8
ENOG4106CCD	13
ENOG4106CCG	7
ENOG4106CCF	3
ENOG4106CCA	6
ENOG41086DM	2
ENOG4106CCC	3
ENOG4106CCB	5
ENOG4106CCM	5
ENOG4108XPU	1
ENOG4106CCN	9
ENOG4106CCI	12
ENOG4106CCH	1
ENOG4106CCK	6
ENOG4106CCJ	4
ENOG4106CCU	3
ENOG4106CCT	6
ENOG4106CCW	4
ENOG4106CCV	2
ENOG4106CCQ	4
ENOG4106CCP	12
ENOG4106CCS	2
ENOG4106CCR	9
ENOG4108XPV	2
ENOG4106CCY	3
ENOG4106CCX	2
ENOG4106CCZ	4
ENOG4106B7H	9
ENOG4108BPH	2
ENOG4106UUD	10
ENOG4105Q3V	3
ENOG4108KY7	2
ENOG4106B7J	1
ENOG4108EDM	6
ENOG4106B7K	5
ENOG4108EDN	2
ENOG410771X	3
ENOG410625R	7
ENOG410625S	1
ENOG410625P	5
ENOG410625Q	5
ENOG410625V	2
ENOG4106UUC	3
ENOG410625T	11
ENOG410625U	4
ENOG410625Z	2
ENOG410625X	4
ENOG410625Y	4
ENOG4108EDR	2
ENOG410625B	6
ENOG410771T	1
ENOG410625A	7
ENOG410625F	10
ENOG410625G	2
ENOG410625D	4
ENOG410625E	5
ENOG410625J	8
ENOG410625K	1
ENOG410625H	4
ENOG410625I	3
ENOG410625N	2
ENOG410771V	2
ENOG4105R2G	2
ENOG4106252	4
ENOG4106253	4
ENOG4106250	4
ENOG4106UUN	2
ENOG4106256	3
ENOG4108BPU	4
ENOG4106254	5
ENOG4106255	3
ENOG4107X31	3
ENOG4106258	3
ENOG4108BPT	3
ENOG4107X30	6
ENOG41086DS	5
ENOG410771R	3
ENOG4105R2K	15
ENOG410771S	3
ENOG4108BPY	2
ENOG4106UUU	4
ENOG4105R2I	4
ENOG4106EXK	1
ENOG4106B7Y	2
ENOG4105JFQ	2
ENOG4106B7Z	3
ENOG4105RDI	2
ENOG41078TD	3
ENOG4105JFZ	2
ENOG4105HB8	1
ENOG4105HB9	11
ENOG4105QUN	3
ENOG4105QUH	12
ENOG4105QUI	4
ENOG4105QUJ	8
ENOG4105QUK	5
ENOG4105QUD	5
ENOG4106UUY	7
ENOG4105HB2	2
ENOG4105HB3	3
ENOG4105HB4	5
ENOG4105QUA	2
ENOG4105HB6	4
ENOG4105QUC	6
ENOG4105GB3	6
ENOG4105GB2	14
ENOG4105GB1	13
ENOG4105GB0	5
ENOG4105GB7	5
ENOG4105QUY	13
ENOG4105QUZ	4
ENOG4105GB4	6
ENOG4105QUT	10
ENOG4105QUU	1
ENOG4105GB9	5
ENOG4106B7W	4
ENOG4105QUP	9
ENOG4105QUR	3
ENOG4105QUS	2
ENOG4105GBC	12
ENOG4105GBB	4
ENOG4105GBA	11
ENOG4105R29	2
ENOG4105GBG	1
ENOG4105GBF	1
ENOG4105GBE	3
ENOG4105GBD	3
ENOG4105HBP	3
ENOG4105HBQ	2
ENOG4105HBR	5
ENOG4105GBH	3
ENOG4105HBT	2
ENOG4105HBU	6
ENOG4105GBM	15
ENOG4105HBW	14
ENOG4105HBH	4
ENOG4105GBR	5
ENOG4105GBQ	3
ENOG4105GBP	6
ENOG4105GBW	7
ENOG4105GBV	4
ENOG4105GBU	8
ENOG4105GBT	4
ENOG4105QU4	1
ENOG4105HBA	8
ENOG4105GBY	15
ENOG4105HBC	13
ENOG4105HBD	8
ENOG4105HBE	9
ENOG4105QU2	9
ENOG4105QU3	8
ENOG41086D9	4
ENOG4108ED3	9
ENOG4108BP7	2
ENOG4105M8G	4
ENOG4105M8F	7
ENOG4108ED8	7
ENOG4105M8D	1
ENOG4107E1V	14
ENOG4106TJS	2
ENOG4105M8B	14
ENOG4105RT4	2
ENOG4105RT5	3
ENOG4105RT6	1
ENOG4105RT7	6
ENOG4107MTE	4
ENOG4107MTD	7
ENOG4107BTX	6
ENOG4107MTF	6
ENOG4107MTI	2
ENOG4107BTW	6
ENOG4107BTT	4
ENOG4107BTU	3
ENOG4107MTM	3
ENOG4105RT9	8
ENOG4107BTP	4
ENOG4107MTN	15
ENOG4107MTQ	9
ENOG4107MTP	3
ENOG4106JNZ	3
ENOG4107BTM	7
ENOG4107BTJ	2
ENOG4107MTT	6
ENOG4107BTH	2
ENOG4107BTI	2
ENOG4107MTY	2
ENOG4107BTG	6
ENOG4107BTD	1
ENOG4107MTZ	3
ENOG4107BTB	4
ENOG4107BTC	6
ENOG4107BTA	1
ENOG4105RTT	8
ENOG4105RTU	9
ENOG4105RTV	1
ENOG4105RTW	4
ENOG4105RTP	3
ENOG4105RTQ	9
ENOG4107BT8	4
ENOG4105RTS	4
ENOG4107BT6	4
ENOG4107BT7	4
ENOG4107BT4	3
ENOG4107BT5	6
ENOG4105RTX	3
ENOG4108RQR	3
ENOG4105RTZ	5
ENOG4107BT1	8
ENOG4105RTD	4
ENOG4107MT0	5
ENOG4105RTF	6
ENOG4105RTG	3
ENOG4107MT5	4
ENOG4107MT4	2
ENOG4105RTB	6
ENOG4105RTC	12
ENOG4107MT8	3
ENOG4105RTH	4
ENOG4105RTI	4
ENOG4105RTJ	4
ENOG4105RTK	1
ENOG4107E1B	7
ENOG4106ZV5	5
ENOG4107E1C	1
ENOG4108VTK	3
ENOG4108TEA	3
ENOG410630Q	2
ENOG41075QJ	9
ENOG4105M8T	14
ENOG4107W3H	2
ENOG4105M8S	6
ENOG4108RQZ	14
ENOG4105M8R	3
ENOG41089AS	6
ENOG41089AQ	2
ENOG41089AP	3
ENOG41089AW	2
ENOG4105M8Q	2
ENOG41089AU	4
ENOG41089AT	1
ENOG41089AZ	5
ENOG41089AY	4
ENOG41089AX	2
ENOG41089AC	5
ENOG41089AA	5
ENOG41089AG	14
ENOG41089AF	5
ENOG41089AE	2
ENOG41089AD	4
ENOG41089AK	3
ENOG41089AJ	3
ENOG41089AH	3
ENOG41089AN	2
ENOG4108SAE	10
ENOG4108SAD	11
ENOG4108SAG	1
ENOG4108SAF	14
ENOG4107KZY	9
ENOG4105RDS	3
ENOG4108SAC	4
ENOG4107KZZ	3
ENOG4107KZU	4
ENOG4107KZT	3
ENOG4107KZV	10
ENOG4108SAI	8
ENOG4108SAH	1
ENOG4108SAK	14
ENOG4108SAJ	6
ENOG4108SAU	6
ENOG4108SAT	14
ENOG4108SAW	6
ENOG4108SAV	15
ENOG4108SAQ	15
ENOG4108SAP	4
ENOG4108SAS	3
ENOG4108SAR	3
ENOG4107KZD	12
ENOG4107KZG	3
ENOG4107E1M	5
ENOG4108SAY	15
ENOG4108SAX	15
ENOG4107KZC	7
ENOG4107KZB	1
ENOG4107KZ9	10
ENOG4107KZ8	3
ENOG4107KZ5	3
ENOG4107KZ4	4
ENOG4107KZ7	14
ENOG4107KZ6	4
ENOG4107KZ1	6
ENOG4107KZ0	4
ENOG4107KZ3	4
ENOG4107KZ2	7
ENOG4108SA5	11
ENOG41075QZ	3
ENOG4108SA7	3
ENOG4108SA6	6
ENOG4108SA1	8
ENOG4108SA0	5
ENOG4108SA3	14
ENOG4108RQI	2
ENOG4108SA9	4
ENOG4107DD2	2
ENOG41089A3	2
ENOG41089A2	1
ENOG41089A1	4
ENOG41089A0	4
ENOG41089A7	4
ENOG41089A6	2
ENOG41089A5	8
ENOG41089A4	3
ENOG4107DD4	5
ENOG41089A9	10
ENOG4108RQM	4
ENOG4106M5E	5
ENOG4108J28	1
ENOG4108RQN	3
ENOG4106M5D	8
ENOG41074GQ	2
ENOG4106M5G	8
ENOG4106R3T	1
ENOG4107B6D	7
ENOG4106R3V	1
ENOG4105SE1	2
ENOG4106R3P	10
ENOG4106R3Q	1
ENOG4106R3R	2
ENOG4107WRP	4
ENOG4107QAV	3
ENOG4105SE6	4
ENOG4107QAT	2
ENOG4107QAU	8
ENOG4106R3X	3
ENOG4106R3Y	5
ENOG4106R3Z	14
ENOG4107QAQ	3
ENOG4107QAN	1
ENOG4106R3E	2
ENOG4106R3F	5
ENOG4107QAM	2
ENOG4107QAJ	2
ENOG4106M5C	2
ENOG4107QAH	13
ENOG4106R3C	13
ENOG4107QAF	1
ENOG4106R3M	3
ENOG4107QAD	4
ENOG4107QAE	2
ENOG4106R3H	7
ENOG4106R3I	6
ENOG4106R3J	10
ENOG4107QAA	6
ENOG4108YWQ	2
ENOG4108YWP	5
ENOG4108YWS	3
ENOG4108YWR	6
ENOG4108YWU	1
ENOG4107WRW	7
ENOG4108YWW	5
ENOG4108YWV	4
ENOG4108YWY	1
ENOG4108YWX	1
ENOG4108YWZ	8
ENOG4108YWA	2
ENOG4108XKD	4
ENOG4107XJ8	2
ENOG4107XJ9	15
ENOG4108YWE	5
ENOG4108YWD	3
ENOG4108YWG	14
ENOG4107WRX	5
ENOG4107XJ2	5
ENOG4107XJ3	3
ENOG4108YWK	5
ENOG4108YWJ	3
ENOG4108YWM	11
ENOG4107XJ7	4
ENOG4107XJ4	3
ENOG4108YWN	5
ENOG4108YW1	5
ENOG4108YW0	2
ENOG4108YW3	1
ENOG4108YW2	2
ENOG4107XJN	12
ENOG4108YW4	5
ENOG4108YW7	2
ENOG4107XJM	5
ENOG4108YW9	4
ENOG4107XJC	10
ENOG4107XJA	7
ENOG4107XJF	1
ENOG4107XJG	14
ENOG4107XJD	10
ENOG4108XKA	4
ENOG4107XJZ	4
ENOG4106M5U	1
ENOG4107XJX	12
ENOG4107XJY	4
ENOG4108XKB	2
ENOG4105NG4	2
ENOG4107XJR	14
ENOG4107718	3
ENOG4107XJP	4
ENOG4107XJQ	2
ENOG4107XJV	2
ENOG4107XJW	4
ENOG4107XJT	6
ENOG4107XJU	12
ENOG4106R34	8
ENOG4106R35	2
ENOG4106R36	11
ENOG4106R37	1
ENOG4106R30	8
ENOG4106R32	11
ENOG4107QA9	5
ENOG4107QA6	6
ENOG4106M5Q	3
ENOG4107QA5	3
ENOG4107QA2	3
ENOG4107QA3	7
ENOG4107QA0	2
ENOG4107QA1	3
ENOG4107714	3
ENOG4107WRB	1
ENOG4105NG3	2
ENOG4107715	8
ENOG4107B6P	3
ENOG4107X3W	1
ENOG4108XKY	1
ENOG4105SEZ	1
ENOG4107717	4
ENOG4108XKZ	5
ENOG4107X3Q	1
ENOG4107B6S	3
ENOG4107E6D	4
ENOG4107X3P	2
ENOG4108XKT	10
ENOG4105NGN	3
ENOG4107X3S	6
ENOG4108XKU	2
ENOG4107X3R	2
ENOG41066HD	1
ENOG4107WRK	14
ENOG4106UU5	4
ENOG4107WRJ	4
ENOG4106B79	2
ENOG4108ZVN	3
ENOG4107B6X	3
ENOG4108XKQ	2
ENOG4105NGE	5
ENOG4108XKR	3
ENOG4107X3I	1
ENOG4107WRN	2
ENOG4105NGG	3
ENOG4106EXG	1
ENOG410903W	7
ENOG4105SEQ	5
ENOG4105F8E	12
ENOG4105NGA	5
ENOG41063II	1
ENOG4108J8S	6
ENOG4105F8G	11
ENOG4105NGC	12
ENOG410903S	4
ENOG4105NGB	5
ENOG4106FW5	2
ENOG4108CVY	3
ENOG4108HC6	2
ENOG4105F8B	14
ENOG4108694	2
ENOG4106UU8	1
ENOG4106DM0	6
ENOG4105SEI	1
ENOG4106DM1	13
ENOG4105NGY	2
ENOG41063IA	6
ENOG4105NGX	3
ENOG4107ZW9	4
ENOG4108CVP	9
ENOG4107ZW8	6
ENOG4106DM5	2
ENOG4105NGU	8
ENOG41063IE	3
ENOG4105NGT	3
ENOG4106NG3	3
ENOG4106DM7	3
ENOG4106M57	13
ENOG4106JD5	6
ENOG4106JD4	1
ENOG4106JD7	3
ENOG4106JD6	5
ENOG4106JD0	1
ENOG4106JD3	1
ENOG4105F8U	4
ENOG4106M51	3
ENOG41063IY	4
ENOG4105NGP	3
ENOG4105S58	4
ENOG41063IX	4
ENOG4106M53	15
ENOG4105S52	2
ENOG4108CVH	1
ENOG4105S50	2
ENOG4105S51	3
ENOG4105S56	8
ENOG4105S57	4
ENOG4105S54	2
ENOG4105S55	6
ENOG4106JDU	5
ENOG4105S5K	1
ENOG4105S5H	2
ENOG4106JDV	5
ENOG4106JDQ	13
ENOG4106JDP	2
ENOG4106JDS	1
ENOG4106JDR	1
ENOG4105S5B	2
ENOG4105S5C	1
ENOG4105S5A	2
ENOG4105S5F	7
ENOG4105S5G	2
ENOG4105S5D	5
ENOG4105S5E	6
ENOG4105S5Z	13
ENOG4106JDD	15
ENOG4106JDG	3
ENOG4105S5Y	5
ENOG4106JDA	1
ENOG4106JDC	14
ENOG4106JDB	4
ENOG4106JDM	14
ENOG4105S5S	14
ENOG4105S5P	2
ENOG4106JDN	4
ENOG4106JDI	14
ENOG4106JDH	2
ENOG4106JDK	8
ENOG4105S5U	3
ENOG4108VIG	1
ENOG4105F8X	3
ENOG4107E15	5
ENOG4105F8Y	5
ENOG4105F8Z	2
ENOG4105QE3	1
ENOG410903H	13
ENOG4106DMX	13
ENOG4107DW5	1
ENOG4109035	6
ENOG4106D21	7
ENOG4106D20	4
ENOG4106D23	6
ENOG4106D22	6
ENOG4106D25	8
ENOG4106U0S	1
ENOG4106D27	12
ENOG4106D26	5
ENOG4106D29	2
ENOG4106D28	4
ENOG4108692	3
ENOG4108CV9	5
ENOG4108SWA	1
ENOG41090UT	4
ENOG4106DMP	3
ENOG4108CV5	9
ENOG4106V73	1
ENOG4107E6J	2
ENOG4106DMR	13
ENOG4106DMS	3
ENOG4106JRV	3
ENOG4106DMT	2
ENOG4106DMU	7
ENOG4106DMV	6
ENOG4107EBN	2
ENOG4108CV3	2
ENOG4106D2A	2
ENOG4107JQX	12
ENOG4106D2C	2
ENOG4106D2B	3
ENOG4106D2E	13
ENOG4106D2D	7
ENOG4106D2G	7
ENOG4106D2F	2
ENOG4106D2I	4
ENOG4106D2H	1
ENOG4106D2K	4
ENOG4106D2J	6
ENOG4106D2M	1
ENOG4105F86	5
ENOG4106D2N	4
ENOG4106D2Q	5
ENOG4106D2P	3
ENOG4106D2S	1
ENOG4106D2R	1
ENOG4106D2U	1
ENOG4106D2T	1
ENOG4106D2W	4
ENOG4106D2V	4
ENOG4106D2Y	7
ENOG4106D2X	8
ENOG4106D2Z	6
ENOG4108320	4
ENOG4108321	8
ENOG4108322	4
ENOG4108324	3
ENOG4108325	2
ENOG4108326	1
ENOG4108327	12
ENOG4108328	5
ENOG4108329	2
ENOG4106YVG	1
ENOG4108GJK	2
ENOG4106F2F	2
ENOG41063I7	4
ENOG4106U0P	5
ENOG4105F89	1
ENOG4106DMF	2
ENOG4107DW3	2
ENOG4108UYV	7
ENOG4107WR3	8
ENOG4108UYT	1
ENOG4106NJJ	2
ENOG4107WR5	11
ENOG4107WR4	2
ENOG410832P	2
ENOG410832Q	2
ENOG410832R	10
ENOG410832S	11
ENOG410832T	1
ENOG410832U	4
ENOG410832V	2
ENOG410832W	4
ENOG410832X	3
ENOG410832Y	1
ENOG410832Z	3
ENOG4108UYP	1
ENOG410832A	3
ENOG410832B	1
ENOG410832C	3
ENOG410832D	14
ENOG410832E	1
ENOG410832F	5
ENOG410832G	8
ENOG410832H	1
ENOG410832I	4
ENOG410832J	7
ENOG410832K	15
ENOG410832M	10
ENOG410832N	5
ENOG4107ET3	3
ENOG4108ZDK	1
ENOG4107CWK	3
ENOG4108ZDJ	1
ENOG4108UYF	14
ENOG4107B66	3
ENOG4108UYD	2
ENOG4108UYC	2
ENOG41086RX	2
ENOG4108UYB	4
ENOG4108RXK	2
ENOG4108UYA	4
ENOG4108RXJ	15
ENOG4108J8B	1
ENOG4107PYX	2
ENOG4108XK5	3
ENOG4108UYM	13
ENOG4108XK0	1
ENOG4107B69	5
ENOG4108RXC	2
ENOG4108UYI	6
ENOG4108RXB	11
ENOG4108UYH	2
ENOG4108RXA	9
ENOG4108JZU	1
ENOG4108JZT	2
ENOG4108JZW	2
ENOG4108JZV	3
ENOG4108JZQ	5
ENOG4108JZP	1
ENOG4108JZS	2
ENOG4108JZR	1
ENOG4108RXG	3
ENOG4108JZY	3
ENOG4108JZX	2
ENOG4108JZZ	2
ENOG4108JZE	15
ENOG4108JZD	2
ENOG4108JZG	2
ENOG4108JZF	9
ENOG4108JZA	3
ENOG4105H57	2
ENOG4108JZC	3
ENOG4108JZB	5
ENOG4108JZM	14
ENOG4108JZN	2
ENOG4108JZI	10
ENOG4108JZH	2
ENOG4108JZK	14
ENOG4108JZJ	10
ENOG4108YJB	2
ENOG4108YJC	3
ENOG4108YJF	4
ENOG4108YJD	2
ENOG4108YJE	2
ENOG4108YJJ	15
ENOG4108YJK	2
ENOG4108YJH	3
ENOG4108YJI	4
ENOG4108YJN	3
ENOG4108RXY	3
ENOG4108YJM	3
ENOG4108YJR	4
ENOG4108YJS	2
ENOG4108YJP	6
ENOG4108YJQ	2
ENOG4108YJV	1
ENOG4108YJW	7
ENOG4108YJT	1
ENOG4108ZDU	1
ENOG4108YJZ	3
ENOG4108YJX	14
ENOG4108YJY	6
ENOG4108J8F	5
ENOG4108YJ2	6
ENOG4108YJ3	4
ENOG4108YJ0	2
ENOG4108YJ1	3
ENOG4108YJ6	6
ENOG4108YJ7	1
ENOG4108RXR	4
ENOG4108YJ8	8
ENOG4108YJ9	1
ENOG4108RXQ	1
ENOG4105PVI	3
ENOG4108JZ5	11
ENOG4108JZ4	1
ENOG4108JZ7	1
ENOG4108JZ6	2
ENOG4108JZ1	15
ENOG4108JZ0	3
ENOG4108JZ3	3
ENOG4108JZ2	2
ENOG4108RXW	2
ENOG4108JZ9	9
ENOG4108JZ8	3
ENOG4108RXV	3
ENOG4107YUI	3
ENOG4108DQ4	4
ENOG4108VAA	1
ENOG4108DQ5	14
ENOG4105H5Y	2
ENOG4105H5X	2
ENOG4107PY9	4
ENOG4107A8W	1
ENOG4105H5Z	1
ENOG41071DN	3
ENOG41071DI	1
ENOG41071DH	2
ENOG41071DK	5
ENOG41071DJ	3
ENOG41071DD	2
ENOG41071DG	2
ENOG41071DF	3
ENOG41071DA	3
ENOG41071DC	6
ENOG41071DB	1
ENOG41071DY	6
ENOG41071DX	12
ENOG4108DQC	4
ENOG41071DU	7
ENOG41071DT	2
ENOG41071DW	2
ENOG41071DV	3
ENOG41071DQ	3
ENOG41071DP	4
ENOG41071DS	9
ENOG41071DR	3
ENOG4105H5R	3
ENOG4108WHD	2
ENOG4106NGZ	1
ENOG4106M93	1
ENOG4108DQG	4
ENOG41071D9	4
ENOG41071D8	1
ENOG41071D5	4
ENOG41071D4	3
ENOG41071D7	1
ENOG41071D6	2
ENOG41071D1	1
ENOG41071D0	2
ENOG41071D3	4
ENOG41071D2	2
ENOG4105H5I	2
ENOG4105H5H	2
ENOG4108PYA	1
ENOG4106KM8	3
ENOG4108RX9	5
ENOG4105H5J	9
ENOG4107C2M	2
ENOG4107C2N	6
ENOG4107C2I	2
ENOG4107C2H	1
ENOG4107C2K	1
ENOG4107C2J	6
ENOG4107C2E	6
ENOG4107C2G	3
ENOG4107C2F	9
ENOG4107C2A	6
ENOG4107C2C	6
ENOG4107C2B	2
ENOG4108AI3	2
ENOG4108AI2	3
ENOG4108AI1	3
ENOG4108AI0	7
ENOG4108AI7	2
ENOG4107C2X	3
ENOG4108AI5	8
ENOG4108AI4	1
ENOG4107C2U	2
ENOG4107C2T	8
ENOG4108AI9	15
ENOG4108AI8	5
ENOG4107C2Q	5
ENOG4107C2P	10
ENOG4107C2S	3
ENOG4107C2R	9
ENOG41082G6	6
ENOG41082G7	2
ENOG41082G4	2
ENOG41082G5	3
ENOG4105G8I	4
ENOG41082G3	6
ENOG41082G0	6
ENOG41082G1	3
ENOG4105G8E	2
ENOG4105G8D	5
ENOG4105G8G	5
ENOG4105G8F	5
ENOG4105G8C	13
ENOG41082G9	7
ENOG4105G8Y	4
ENOG4108RX5	10
ENOG4105G8Z	3
ENOG4105G8U	4
ENOG4105G8T	1
ENOG4105G8W	15
ENOG4105G8V	2
ENOG4105G8Q	6
ENOG4105G8P	3
ENOG4105G8S	6
ENOG4105G8R	2
ENOG41082GV	2
ENOG41082GW	2
ENOG41082GT	3
ENOG41082GU	4
ENOG41082GR	2
ENOG41082GS	12
ENOG41082GP	3
ENOG41082GQ	5
ENOG4107TQJ	5
ENOG41082GZ	3
ENOG41082GX	2
ENOG41082GY	4
ENOG41082GG	2
ENOG41082GD	3
ENOG41082GE	2
ENOG41082GB	5
ENOG41082GC	9
ENOG41082GA	1
ENOG41082GN	5
ENOG4105G84	1
ENOG4105G87	6
ENOG4105G86	3
ENOG41082GJ	6
ENOG4105G80	13
ENOG41082GH	3
ENOG41082GI	4
ENOG4108AIC	4
ENOG4108AIB	3
ENOG4108AIA	3
ENOG4108AIG	3
ENOG4108AIE	2
ENOG4108AID	1
ENOG4108AIK	2
ENOG4108AII	1
ENOG4108AIH	2
ENOG4108AIN	4
ENOG4108AIM	2
ENOG4108AIS	5
ENOG4108AIR	2
ENOG4108AIQ	3
ENOG4108AIP	2
ENOG4107C29	2
ENOG4108AIV	2
ENOG4108AIT	5
ENOG4107C25	7
ENOG4107C24	6
ENOG4108AIY	2
ENOG4108AIX	9
ENOG4107C21	8
ENOG4107C20	4
ENOG4107C23	3
ENOG4107C22	8
ENOG410693S	2
ENOG410693R	2
ENOG410693Q	10
ENOG410693P	11
ENOG410693W	1
ENOG410693V	6
ENOG410693U	1
ENOG410693T	11
ENOG410693Z	2
ENOG410693Y	4
ENOG410693X	4
ENOG410693C	12
ENOG410693B	7
ENOG410693A	2
ENOG410693G	4
ENOG410693F	2
ENOG4106WY9	7
ENOG4106WY8	3
ENOG4106WY7	2
ENOG4106WY6	12
ENOG410693I	4
ENOG410693H	6
ENOG4106WY3	3
ENOG4106WY2	2
ENOG4106WY1	3
ENOG4106WY0	5
ENOG410708X	3
ENOG410708Y	8
ENOG410708Z	5
ENOG410708P	10
ENOG410708Q	3
ENOG410708R	1
ENOG410708S	3
ENOG410708T	1
ENOG410708U	9
ENOG410708V	11
ENOG410708W	2
ENOG410708H	13
ENOG410708I	1
ENOG410708J	7
ENOG410708K	5
ENOG410708M	8
ENOG410708N	3
ENOG410708A	4
ENOG410708B	2
ENOG410708D	4
ENOG410708E	5
ENOG410708F	3
ENOG410708G	3
ENOG4107088	6
ENOG4107089	1
ENOG4106KMT	3
ENOG4107080	3
ENOG4107081	6
ENOG4107082	7
ENOG4107083	7
ENOG4107084	3
ENOG4107085	7
ENOG4107086	6
ENOG4107087	2
ENOG4107NRY	3
ENOG4106933	3
ENOG4106WYN	3
ENOG4106931	7
ENOG4106930	3
ENOG4106WYK	5
ENOG4106WYJ	9
ENOG4106WYI	6
ENOG4106934	2
ENOG4106WYG	2
ENOG4106WYF	3
ENOG4106939	14
ENOG4106WYD	5
ENOG4106WYC	3
ENOG4106WYB	4
ENOG4106WYA	1
ENOG4106U8A	2
ENOG4106WYZ	1
ENOG4106WYY	5
ENOG4106WYX	1
ENOG4106WYW	4
ENOG4106WYV	3
ENOG4106WYU	13
ENOG4106WYT	2
ENOG4106WYS	1
ENOG4106WYR	5
ENOG4106WYQ	2
ENOG4106WYP	4
ENOG41085R6	4
ENOG4106QS9	3
ENOG4106QS8	3
ENOG41085R7	5
ENOG4107D4A	6
ENOG4106QS2	8
ENOG4106QS1	2
ENOG4106KMH	1
ENOG4106QS7	2
ENOG41085R4	2
ENOG4106QS5	3
ENOG4105MGW	2
ENOG41085R5	5
ENOG4106NGM	4
ENOG4106DT7	5
ENOG4106DT6	4
ENOG4106195	5
ENOG41085R0	3
ENOG4105MGK	3
ENOG4106DT4	14
ENOG4105JJ7	2
ENOG4106197	7
ENOG4105MGI	5
ENOG4105MGN	6
ENOG4106V79	2
ENOG4106B0N	1
ENOG4105MGM	2
ENOG4106K2X	4
ENOG4106QSZ	6
ENOG4106QSY	9
ENOG4106QSX	4
ENOG4106QSS	6
ENOG4106199	3
ENOG4106QSQ	4
ENOG4106QSP	1
ENOG4106QSW	2
ENOG4107GF7	2
ENOG4106QSU	2
ENOG4106QST	2
ENOG4106QSK	4
ENOG4106QSJ	3
ENOG4106QSI	12
ENOG4106QSH	5
ENOG4106QSN	2
ENOG4106QSM	2
ENOG4106QSC	5
ENOG4106QSB	1
ENOG4106QSA	5
ENOG4106QSG	4
ENOG4106QSF	6
ENOG4106QSE	3
ENOG4106QSD	3
ENOG410619G	5
ENOG4106W2N	2
ENOG41081MB	3
ENOG4105MG9	3
ENOG4106Y9T	2
ENOG41090PC	1
ENOG41071EW	2
ENOG4106U0Z	5
ENOG410619M	3
ENOG4108XBG	3
ENOG410619N	4
ENOG4108UFK	1
ENOG4105MG6	4
ENOG4106NGK	4
ENOG41074GX	3
ENOG4108UFH	1
ENOG410619H	4
ENOG4108XBD	2
ENOG4106B0A	2
ENOG410619K	2
ENOG4107WYP	12
ENOG4107UUP	4
ENOG4105MG5	12
ENOG4108BVT	2
ENOG4107WYQ	2
ENOG4107WYR	1
ENOG4106NGD	5
ENOG4106W2M	4
ENOG4108UFM	4
ENOG410619V	5
ENOG4108UFC	1
ENOG4106EIV	1
ENOG410619P	1
ENOG4105IAX	2
ENOG4105IAY	4
ENOG4105IAZ	5
ENOG4106ZU7	4
ENOG4107YUS	3
ENOG4106W2J	1
ENOG4105IAP	12
ENOG4108UFF	3
ENOG4105IAR	4
ENOG4105IAS	6
ENOG4105IAT	3
ENOG4105IAU	7
ENOG4105IAV	3
ENOG4105IAW	2
ENOG4105IAH	4
ENOG4105IAI	3
ENOG4105IAJ	2
ENOG4105IAK	3
ENOG4105IAM	9
ENOG4105IAN	3
ENOG4105IAA	8
ENOG4105IAB	2
ENOG4105IAC	5
ENOG4105IAD	2
ENOG4105IAE	5
ENOG4105IAF	2
ENOG4105IAG	1
ENOG4107V6A	6
ENOG4107V6B	2
ENOG4107V6C	10
ENOG4107V6D	15
ENOG4107V6E	3
ENOG4107V6F	2
ENOG4108XBV	4
ENOG4107V6H	14
ENOG4107V6I	12
ENOG4107V6J	1
ENOG4107V6K	5
ENOG4107WYF	1
ENOG4107V6N	9
ENOG4107V6P	8
ENOG4107V6Q	1
ENOG4107V6R	6
ENOG4107V6S	12
ENOG4107V6T	11
ENOG4107V6U	4
ENOG4107V6V	3
ENOG4107V6W	2
ENOG4107V6X	7
ENOG4107V6Y	7
ENOG4107V6Z	3
ENOG4106R8S	1
ENOG4108BG3	12
ENOG4106W2H	1
