	0
ENOG410763G	6
ENOG410763F	4
ENOG410763E	3
ENOG410763D	4
ENOG410763C	6
ENOG4106JWZ	13
ENOG410763A	8
ENOG4108R3C	6
ENOG4106W8P	4
ENOG4105HV9	2
ENOG41069JG	2
ENOG4106NID	2
ENOG4106SGZ	2
ENOG4106W8Q	4
ENOG4107JUV	6
ENOG4105USY	4
ENOG41081TQ	14
ENOG4106NTE	5
ENOG4108VJI	4
ENOG4106W8R	3
ENOG4107639	8
ENOG4107638	2
ENOG4107637	3
ENOG4107636	4
ENOG4107635	11
ENOG4107633	7
ENOG4107632	6
ENOG4107631	8
ENOG4105USS	4
ENOG4106D8P	3
ENOG4108P6M	1
ENOG410658N	15
ENOG4106W8S	1
ENOG410658M	1
ENOG410658J	4
ENOG410658K	2
ENOG410658H	5
ENOG410658I	7
ENOG410658F	1
ENOG410658G	4
ENOG4108J5C	15
ENOG410658E	9
ENOG410658B	6
ENOG41075MF	1
ENOG410658A	8
ENOG410658Z	7
ENOG410658X	3
ENOG410658Y	5
ENOG410658V	6
ENOG410658W	4
ENOG410658T	4
ENOG410658U	3
ENOG410658R	5
ENOG410658S	6
ENOG410658P	3
ENOG410658Q	1
ENOG4105F91	15
ENOG4106SR8	6
ENOG4106V6W	4
ENOG41088QJ	6
ENOG41084VZ	1
ENOG4106SR3	4
ENOG4106SR0	2
ENOG4106SR1	2
ENOG4106SR6	5
ENOG4106SR7	5
ENOG4106SR4	8
ENOG4106SR5	2
ENOG4108180	10
ENOG4108181	4
ENOG4108182	3
ENOG4108183	6
ENOG4108184	3
ENOG4108185	13
ENOG4108186	3
ENOG4106MYS	13
ENOG4108188	1
ENOG4108189	4
ENOG4106SRZ	1
ENOG410818A	2
ENOG4106SRX	3
ENOG410818C	6
ENOG410818D	15
ENOG410818E	2
ENOG410818F	1
ENOG410818G	2
ENOG410818H	8
ENOG410818I	2
ENOG410818J	5
ENOG4106SRQ	13
ENOG4106SRV	4
ENOG410818M	10
ENOG4106SRT	14
ENOG4106SRU	10
ENOG410818P	5
ENOG410818Q	3
ENOG410818R	4
ENOG410818S	2
ENOG4106SRN	3
ENOG410818U	1
ENOG410818V	13
ENOG4106SRM	5
ENOG4106SRB	11
ENOG410818Y	6
ENOG410818Z	11
ENOG4106SRA	3
ENOG4106SRF	2
ENOG4106SRG	2
ENOG4106SRD	3
ENOG4106SRE	3
ENOG41088QH	3
ENOG4106NIN	1
ENOG4106588	15
ENOG4106589	5
ENOG4106586	9
ENOG4106587	5
ENOG4106584	3
ENOG4106585	2
ENOG4106582	1
ENOG4106583	8
ENOG4106580	4
ENOG4106581	4
ENOG4106MYT	4
ENOG4105KCS	2
ENOG41083ZQ	2
ENOG4108MNF	1
ENOG4105XQY	1
ENOG4105XQX	2
ENOG4105XQZ	11
ENOG4105XQU	4
ENOG4105XQT	5
ENOG4105XQW	15
ENOG4105XQV	3
ENOG4105XQQ	2
ENOG4105XQP	6
ENOG4105XQS	5
ENOG4105XQR	8
ENOG4105XQM	5
ENOG4105XQN	1
ENOG4105XQI	5
ENOG4105XQH	3
ENOG4105XQK	5
ENOG4105XQJ	9
ENOG4105XQE	4
ENOG4105XQD	7
ENOG4105XQG	3
ENOG4105XQF	4
ENOG4105XQA	5
ENOG4108EN2	8
ENOG4105XQC	2
ENOG4105XQB	6
ENOG4106IAX	10
ENOG4107MQJ	1
ENOG41081TY	1
ENOG4105XQ9	4
ENOG4105XQ8	9
ENOG4107MQK	2
ENOG4105XQ5	3
ENOG4105XQ4	6
ENOG4105XQ7	10
ENOG4105XQ6	2
ENOG4105XQ1	4
ENOG4105XQ0	10
ENOG4105XQ3	3
ENOG4105XQ2	2
ENOG4107BWD	4
ENOG41088QD	3
ENOG4107BWC	2
ENOG4108MND	2
ENOG4107W1Y	3
ENOG4105U52	3
ENOG4105QYX	2
ENOG4107W1Z	1
ENOG4107G10	1
ENOG4105XCZ	5
ENOG4107W1U	6
ENOG4106IAZ	8
ENOG4107TQG	2
ENOG4107TQF	14
ENOG4107TQE	4
ENOG4107TQD	15
ENOG4107TQC	5
ENOG4105KJ9	4
ENOG4105KJ8	1
ENOG4105KJ7	2
ENOG4105KJ6	5
ENOG4105KJ5	12
ENOG4105KJ4	13
ENOG4105KJ3	3
ENOG4105KJ2	1
ENOG4105KJ1	3
ENOG4105KJ0	11
ENOG4107TQW	2
ENOG4107TQV	1
ENOG4107TQU	6
ENOG4107TQT	14
ENOG4107TQS	2
ENOG4107TQR	4
ENOG4107TQQ	3
ENOG4107TQP	12
ENOG4107JVX	2
ENOG4108MNZ	3
ENOG4107BWH	2
ENOG41081TD	2
ENOG4107TQZ	3
ENOG4107TQY	2
ENOG4107TQX	4
ENOG4107MQZ	5
ENOG4107JVZ	5
ENOG4107BWV	2
ENOG4107BWU	2
ENOG4105QYU	3
ENOG4107JVT	3
ENOG4107MQY	2
ENOG4108J5M	2
ENOG4107JVU	1
ENOG4107BWS	2
ENOG4106NI1	1
ENOG4108MIE	5
ENOG4107G13	7
ENOG41087PH	13
ENOG4107JVW	2
ENOG4107BWQ	1
ENOG4107JVP	3
ENOG4107BWP	2
ENOG4107JVQ	3
ENOG4107MQR	10
ENOG4107JVR	4
ENOG4108MNX	4
ENOG4107MQS	3
ENOG4106NI6	5
ENOG4107MQP	1
ENOG41071GV	3
ENOG4107MQQ	2
ENOG4105KJZ	5
ENOG4105KJY	2
ENOG4105KJX	2
ENOG4105KJW	2
ENOG4105KJV	8
ENOG4105KJU	3
ENOG4105KJT	4
ENOG4105KJS	1
ENOG4105KJR	1
ENOG4105KJP	11
ENOG4107TQ7	5
ENOG4105KJN	7
ENOG4107TQ5	3
ENOG4107TQ4	2
ENOG4105KJK	9
ENOG4107TQ2	1
ENOG4105KJI	12
ENOG4105KJH	2
ENOG4105KJG	7
ENOG4105KJF	10
ENOG4105KJE	4
ENOG4107BWX	3
ENOG4105KJC	5
ENOG4105KJB	9
ENOG4105KJA	3
ENOG4108MIZ	4
ENOG4107RKS	13
ENOG4107RKR	15
ENOG4107RKQ	14
ENOG4107RKP	2
ENOG4107RKW	8
ENOG4107RKV	2
ENOG4107RKU	4
ENOG4107RKT	1
ENOG4107RKZ	12
ENOG4107RKY	3
ENOG4107RKX	6
ENOG4107RKC	14
ENOG4107RKB	12
ENOG4107RKA	7
ENOG4107RKG	3
ENOG4107RKE	8
ENOG4107RKD	15
ENOG4107RKK	1
ENOG4107RKJ	12
ENOG4107RKI	3
ENOG4107RKH	8
ENOG4107RKN	11
ENOG4107RKM	13
ENOG41080QF	9
ENOG41080QG	4
ENOG41080QD	14
ENOG41080QE	2
ENOG4106NTF	3
ENOG41080QC	3
ENOG41080QA	1
ENOG41080QN	11
ENOG41080QM	4
ENOG41080QJ	1
ENOG41080QK	2
ENOG41080QH	12
ENOG41080QI	6
ENOG41080QV	3
ENOG41080QW	10
ENOG4106NI5	6
ENOG41080QU	2
ENOG41080QR	3
ENOG41080QS	5
ENOG41080QP	2
ENOG41080QQ	3
ENOG4105KT3	6
ENOG4108R3Q	1
ENOG41080QZ	11
ENOG41080QX	11
ENOG41080QY	2
ENOG41084MD	1
ENOG4106IAC	1
ENOG41080Q6	12
ENOG41080Q7	2
ENOG41080Q4	1
ENOG41080Q5	11
ENOG41080Q2	9
ENOG41080Q3	5
ENOG41080Q0	3
ENOG41080Q1	4
ENOG41080Q8	1
ENOG41080Q9	14
ENOG4107RK3	12
ENOG4107RK2	7
ENOG4107RK1	7
ENOG4107RK0	15
ENOG4107RK7	2
ENOG4107RK6	12
ENOG4107RK5	14
ENOG4107RK4	15
ENOG41077KD	5
ENOG4107RK9	8
ENOG4107RK8	3
ENOG41087PB	5
ENOG410716J	2
ENOG41085ME	4
ENOG41087IV	3
ENOG4106U60	2
ENOG4106U61	5
ENOG4106BV9	2
ENOG4106U63	2
ENOG4106U64	2
ENOG4106U65	3
ENOG4106U66	3
ENOG4106U67	6
ENOG4106BV3	6
ENOG4106BV2	3
ENOG4106BV1	4
ENOG41087P5	3
ENOG4106BV7	11
ENOG4106BV6	5
ENOG4106BV5	4
ENOG41087P1	1
ENOG4107AD9	12
ENOG4107AD8	8
ENOG41084VN	4
ENOG4107AD5	6
ENOG4107AD4	6
ENOG4107AD7	6
ENOG4107AD6	9
ENOG4107AD1	4
ENOG4107AD0	1
ENOG4107AD3	3
ENOG4107AD2	4
ENOG4105RH9	1
ENOG4107ADY	2
ENOG4107ADX	5
ENOG41074D9	2
ENOG4107ADU	4
ENOG4107ADT	6
ENOG4107ADW	4
ENOG4107ADV	1
ENOG4107ADQ	5
ENOG4107ADP	5
ENOG4107ADS	4
ENOG4107ADR	13
ENOG4107ADM	1
ENOG4107ADN	5
ENOG4107ADH	4
ENOG4107ADK	5
ENOG4107ADJ	7
ENOG4107ADE	3
ENOG4107ADG	3
ENOG4107ADF	8
ENOG4107ADA	3
ENOG4107ADC	1
ENOG4107ADB	4
ENOG4106BVK	8
ENOG4106BVJ	11
ENOG4106BVI	4
ENOG4106U6C	4
ENOG41087PJ	3
ENOG4106BVN	8
ENOG4106U6F	4
ENOG41087PI	5
ENOG41087PF	7
ENOG4106U6I	10
ENOG41087PD	2
ENOG41087PE	10
ENOG4106BVG	5
ENOG4106BVF	8
ENOG4106BVE	6
ENOG4106BVD	3
ENOG4106U6P	2
ENOG4106BVZ	5
ENOG4106U6R	5
ENOG4106BVX	6
ENOG4106U6T	3
ENOG4106U6U	4
ENOG4106U6V	5
ENOG41080X0	5
ENOG4106BVS	3
ENOG41087PW	6
ENOG4106U6Z	5
ENOG4105DEX	5
ENOG4106BVW	5
ENOG4106BVV	5
ENOG4106BVU	5
ENOG41087PQ	8
ENOG4105KPP	4
ENOG41074D3	2
ENOG41081TH	6
ENOG41080X5	4
ENOG41080X4	2
ENOG41080X7	2
ENOG41080X6	14
ENOG41085MD	1
ENOG4107ZWZ	8
ENOG4107JV8	4
ENOG4107JV9	5
ENOG4107JV4	4
ENOG4107JV5	2
ENOG4107JV6	3
ENOG4107JV0	6
ENOG4107JV1	5
ENOG4107JV2	1
ENOG4107JV3	6
ENOG4108MI9	15
ENOG4108MI8	12
ENOG4108MI7	3
ENOG4108MI5	5
ENOG4108MI4	2
ENOG4108MI3	2
ENOG4108MI2	2
ENOG4108MI1	2
ENOG4108MI0	5
ENOG41081TJ	2
ENOG4108MIN	3
ENOG4108MIM	14
ENOG4108MIK	1
ENOG4108MIJ	10
ENOG4108MII	3
ENOG4108MIH	14
ENOG4108MIG	2
ENOG4108MIF	12
ENOG4107JVV	4
ENOG4108MID	3
ENOG4108MIC	2
ENOG4108MIB	10
ENOG4108MIA	1
ENOG4107JVS	6
ENOG4107JVM	3
ENOG4107JVN	3
ENOG4107JVI	13
ENOG4107JVJ	10
ENOG4108MIX	15
ENOG4108MIW	6
ENOG4108MIV	2
ENOG4108MIU	11
ENOG4108MIT	11
ENOG4108MIS	3
ENOG4108MIR	2
ENOG4108MIQ	15
ENOG4108MIP	4
ENOG4108QKW	2
ENOG41084VB	4
ENOG4105EYM	7
ENOG41074DX	2
ENOG41065S9	9
ENOG41065S8	2
ENOG41065S7	5
ENOG41065S6	6
ENOG41065S5	4
ENOG41065S4	4
ENOG41065S3	2
ENOG41065S2	5
ENOG41065S1	2
ENOG41065S0	4
ENOG41088QS	2
ENOG41080XZ	2
ENOG4106X6E	1
ENOG41087PX	2
ENOG4107CFR	3
ENOG41080XQ	2
ENOG4106SI9	4
ENOG4106SI8	3
ENOG41074DQ	2
ENOG4106SI3	3
ENOG4106SI2	3
ENOG4106SI1	11
ENOG4106SI0	11
ENOG4106SI7	2
ENOG4106SI6	10
ENOG4106SI5	4
ENOG4106SI4	5
ENOG4106SIK	1
ENOG4106SIJ	1
ENOG4106SII	5
ENOG4106SIH	3
ENOG4106SIN	7
ENOG4106SIM	3
ENOG4107AA9	4
ENOG4106SIC	12
ENOG4106SIB	6
ENOG4106SIA	5
ENOG4106SIG	15
ENOG4106SIF	6
ENOG4106SIE	1
ENOG41074DU	5
ENOG4106SIZ	7
ENOG4106SIY	2
ENOG4106SIX	3
ENOG41080XW	4
ENOG4106SIS	2
ENOG4106SIR	3
ENOG4106SIQ	2
ENOG41074DW	4
ENOG4106SIW	1
ENOG41087PV	5
ENOG4106SIU	6
ENOG4106SIT	1
ENOG4106V13	1
ENOG41074DH	1
ENOG41065SZ	2
ENOG41065SY	6
ENOG41065SX	3
ENOG41065SW	2
ENOG41065SV	3
ENOG41065SU	10
ENOG41065ST	3
ENOG41065SS	6
ENOG41065SR	2
ENOG41065SQ	7
ENOG4105XC6	6
ENOG41065SN	11
ENOG41065SM	5
ENOG41080XJ	2
ENOG41065SK	1
ENOG41065SJ	6
ENOG41065SI	2
ENOG41065SH	4
ENOG41065SG	3
ENOG41065SF	3
ENOG41065SE	3
ENOG41065SD	1
ENOG41065SC	4
ENOG41065SB	2
ENOG41065SA	1
ENOG4106X0N	1
ENOG4107W8W	3
ENOG4107W8V	1
ENOG4106GMC	2
ENOG41087PT	8
ENOG41080XC	7
ENOG4107W8R	1
ENOG4105X4N	8
ENOG4108B38	3
ENOG4105X4M	7
ENOG4105X4J	10
ENOG4105X4K	6
ENOG4105X4H	3
ENOG4105X4I	2
ENOG4108B32	2
ENOG4105X4G	5
ENOG4108B30	7
ENOG4107MXJ	9
ENOG4105X4B	4
ENOG4108B37	2
ENOG4108B34	9
ENOG4108B35	3
ENOG4105X4Z	6
ENOG41080XG	1
ENOG4105X4X	6
ENOG4105X4Y	3
ENOG4105X4V	1
ENOG4105X4W	2
ENOG4105X4U	13
ENOG4105X4R	6
ENOG4105X4S	11
ENOG4105X4P	6
ENOG4105X4Q	5
ENOG4108B3Z	4
ENOG4107KGF	5
ENOG4108B3X	2
ENOG4108B3Y	1
ENOG4107KGG	3
ENOG4108B3R	6
ENOG4108B3S	11
ENOG4108B3P	5
ENOG4108B3Q	2
ENOG4108B3V	2
ENOG4107KGD	2
ENOG4105U53	2
ENOG4108B3U	5
ENOG4108B3J	3
ENOG4108B3K	1
ENOG4108B3H	1
ENOG4108B3I	6
ENOG4108B3N	6
ENOG4107MXC	1
ENOG4105X49	6
ENOG4105X46	2
ENOG4105X47	2
ENOG4105X44	14
ENOG4107W8X	4
ENOG4108B3G	3
ENOG4105X40	8
ENOG4105X41	4
ENOG4108BZ8	1
ENOG4107XIT	2
ENOG41087PS	3
ENOG4106MY3	1
ENOG4107MXY	2
ENOG4106NTJ	2
ENOG4107W8B	2
ENOG4106V66	5
ENOG4107XIX	2
ENOG4105F29	3
ENOG4107DWJ	2
ENOG4105KW8	9
ENOG4105KW9	11
ENOG4108NWB	1
ENOG4106MY2	6
ENOG4107MXT	4
ENOG4105KW0	6
ENOG4105KW1	11
ENOG4105KW2	4
ENOG4105KW3	10
ENOG4105KW4	4
ENOG4105KW5	5
ENOG4105KW6	15
ENOG4105KW7	1
ENOG4105FU3	7
ENOG4105FU2	7
ENOG4105FU1	11
ENOG4105FU0	3
ENOG4105FU7	3
ENOG4105FU6	3
ENOG4105FU4	8
ENOG4107MXQ	4
ENOG4105FU9	1
ENOG4105FU8	3
ENOG4107KGT	1
ENOG4107W8J	4
ENOG4107KGU	2
ENOG4107XIG	5
ENOG4108GF1	3
ENOG4106V64	2
ENOG4107XIF	1
ENOG4105FUS	4
ENOG4105FUR	8
ENOG4105FUQ	6
ENOG4105FUW	3
ENOG4105FUV	6
ENOG4105FUU	2
ENOG4105FUT	1
ENOG4105FUZ	1
ENOG4105FUY	4
ENOG4105FUX	5
ENOG4105KJJ	1
ENOG4105FUC	14
ENOG4105FUB	3
ENOG4105FUA	4
ENOG4105FUG	5
ENOG4105FUF	14
ENOG4105FUE	7
ENOG4105FUD	6
ENOG4105FUK	4
ENOG4105FUJ	4
ENOG4105FUI	4
ENOG4105FUH	3
ENOG4105FUN	14
ENOG4105KWH	4
ENOG4105KWI	7
ENOG4105KWJ	2
ENOG4105KWK	1
ENOG4105KWM	2
ENOG4105KWN	15
ENOG4105KWA	2
ENOG4105KWB	9
ENOG4105KWC	14
ENOG4105KWD	11
ENOG4105KWE	7
ENOG4105KWF	5
ENOG4105KWG	10
ENOG4105KWY	2
ENOG4105KWZ	14
ENOG4107KGX	2
ENOG4108GF3	1
ENOG4105KWP	4
ENOG4105KWQ	5
ENOG4105KWS	4
ENOG4105KWT	3
ENOG4105KWU	15
ENOG4105KWV	2
ENOG4105KWW	4
ENOG41084YR	6
ENOG4107CEN	3
ENOG41064BC	1
ENOG4105UA4	6
ENOG4105UA6	2
ENOG41084YQ	5
ENOG4105UA0	2
ENOG4108E1J	2
ENOG4105UA2	12
ENOG4106GMJ	5
ENOG41084YV	7
ENOG4105F2B	1
ENOG4105KPB	5
ENOG41064BD	9
ENOG4106D8X	3
ENOG4106SIP	7
ENOG4108PB9	7
ENOG4108NWG	14
ENOG4106SIV	1
ENOG4106IIE	3
ENOG4107JSZ	1
ENOG4106V60	3
ENOG4106IID	1
ENOG4108J5K	2
ENOG41084YX	2
ENOG410805G	1
ENOG4108PB4	4
ENOG4107WWK	1
ENOG41064BM	5
ENOG4108GF6	1
ENOG4106IIC	3
ENOG4105KPD	2
ENOG4106IIB	3
ENOG4105UAD	1
ENOG4105UAE	5
ENOG4105UAF	3
ENOG4105UAG	3
ENOG4105UAA	4
ENOG4105UAB	5
ENOG41064BP	3
ENOG4105UAM	5
ENOG4105UAN	5
ENOG4105UAH	4
ENOG4105UAI	3
ENOG4105UAJ	3
ENOG4105UAK	11
ENOG4105UAT	1
ENOG4105UAU	7
ENOG4105UAV	3
ENOG4105UAW	2
ENOG4105UAP	4
ENOG4105UAQ	3
ENOG4105UAR	2
ENOG4105UAS	4
ENOG41064BU	6
ENOG4105UAX	10
ENOG4105UAY	3
ENOG4105UAZ	4
ENOG4108MF7	9
ENOG4106IIZ	5
ENOG41064BY	2
ENOG41064BX	5
ENOG41065SP	5
ENOG4108PTU	2
ENOG4108PTT	9
ENOG4108PTW	6
ENOG41084YI	3
ENOG4108PTQ	1
ENOG4108PTP	2
ENOG4108PTS	15
ENOG4108PTR	12
ENOG4108PTY	3
ENOG4108PTX	1
ENOG4108PTZ	10
ENOG4108PTE	3
ENOG4108PTD	14
ENOG4108PTG	4
ENOG4108PTA	5
ENOG4108PTC	3
ENOG4108PTB	5
ENOG4108PTM	14
ENOG4108PTN	5
ENOG4108PTI	3
ENOG4108PTH	6
ENOG4108PTK	3
ENOG4108PTJ	5
ENOG4108PT5	1
ENOG4108PT4	8
ENOG4108PT7	2
ENOG4108PT6	5
ENOG4108PT1	1
ENOG4108PT3	2
ENOG4108PT2	3
ENOG4107JSY	2
ENOG4108PT9	2
ENOG4108PT8	2
ENOG4107AC3	9
ENOG4107CUU	3
ENOG410718G	1
ENOG4105T37	3
ENOG4105T36	3
ENOG4105T35	8
ENOG4105T34	10
ENOG4105T33	12
ENOG4105T32	5
ENOG4105T31	2
ENOG4105ITI	10
ENOG41069GM	1
ENOG4105F2J	3
ENOG4105T39	3
ENOG4105T38	6
ENOG4107WT8	1
ENOG4108KFT	15
ENOG4108KFU	5
ENOG4108KFV	12
ENOG4108KFW	2
ENOG4108KFP	8
ENOG4108KFQ	8
ENOG4108KFR	5
ENOG4108KFS	4
ENOG4108KFX	5
ENOG4108KFY	5
ENOG4108KFZ	12
ENOG4108KFD	10
ENOG4108KFE	2
ENOG4108KFF	2
ENOG4108KFG	2
ENOG4107JI9	4
ENOG4107JI8	5
ENOG4108KFB	13
ENOG4108KFC	3
ENOG4107JI5	8
ENOG4108KFM	5
ENOG4107JI7	5
ENOG4107JI6	5
ENOG4108SBI	3
ENOG4108KFI	6
ENOG4107JI3	4
ENOG4108KFK	14
ENOG4107JIM	2
ENOG4108KF5	2
ENOG4108KF6	3
ENOG4107JIN	2
ENOG4107JII	1
ENOG4107JIH	3
ENOG4108KF2	2
ENOG4107JIJ	3
ENOG4105F2H	11
ENOG4107JID	6
ENOG4107JIG	2
ENOG4107JIF	6
ENOG4108KF8	12
ENOG4108KF9	2
ENOG4107JIC	3
ENOG4107JIB	3
ENOG4107JIY	4
ENOG4107JIX	2
ENOG4107JIZ	1
ENOG4107JIU	3
ENOG4107JIT	2
ENOG4107JIW	4
ENOG4107JIV	5
ENOG4107JIQ	10
ENOG4107JIP	4
ENOG4107JIS	2
ENOG4107W82	4
ENOG4105T3W	2
ENOG4105T3V	4
ENOG4105T3T	2
ENOG4105T3S	1
ENOG4105T3R	7
ENOG4105T3Q	3
ENOG4105T3P	6
ENOG4107W80	3
ENOG4105EYV	2
ENOG4105T3Y	2
ENOG4105T3X	4
ENOG4105T3G	9
ENOG4105T3F	4
ENOG4105T3D	2
ENOG4105T3C	2
ENOG4105T3B	14
ENOG4105T3A	3
ENOG4105T3M	2
ENOG4105T3K	6
ENOG4105T3J	12
ENOG4105T3I	1
ENOG4105T3H	7
ENOG41072VU	2
ENOG41065N8	1
ENOG41065N9	6
ENOG4108IXB	2
ENOG41065N0	2
ENOG41065N1	5
ENOG41065N2	5
ENOG41065N3	5
ENOG41065N4	3
ENOG41065N5	3
ENOG41065N6	5
ENOG41065N7	3
ENOG4107UM6	7
ENOG4107UM7	1
ENOG4107UM4	4
ENOG4107UM5	6
ENOG4107UM2	13
ENOG4107UM0	3
ENOG4107UM1	10
ENOG4107UM8	1
ENOG4107UM9	1
ENOG4107QBN	2
ENOG4107C90	2
ENOG4107UMV	2
ENOG4107UMW	14
ENOG4107UMT	4
ENOG4107UMU	10
ENOG4107UMR	5
ENOG4107UMS	10
ENOG4107UMP	5
ENOG4106R4Q	2
ENOG4107UMZ	1
ENOG4107UMX	4
ENOG4106R4P	6
ENOG4107UMG	3
ENOG4107UMD	3
ENOG4108B39	5
ENOG4107UMB	6
ENOG4107UMC	5
ENOG4107UMA	1
ENOG4107UMN	15
ENOG4105ITR	14
ENOG4107UMM	3
ENOG4107UMJ	2
ENOG4107UMK	13
ENOG4107UMH	5
ENOG4107UMI	8
ENOG41065NH	2
ENOG41065NI	5
ENOG41065NJ	1
ENOG41065NK	5
ENOG41065NM	4
ENOG41065NN	9
ENOG4108NMQ	3
ENOG41065NA	3
ENOG41065NB	2
ENOG41065ND	2
ENOG41065NE	4
ENOG41065NF	1
ENOG4107MX0	2
ENOG41065NY	7
ENOG41065NZ	3
ENOG4107QBT	2
ENOG4107Y9W	13
ENOG41065NP	6
ENOG41065NQ	7
ENOG41065NR	4
ENOG41065NS	7
ENOG41065NT	2
ENOG41065NU	7
ENOG41065NV	9
ENOG4107QBR	7
ENOG4108SUA	3
ENOG4108B31	2
ENOG4107QBQ	6
ENOG4106PQ0	2
ENOG4108B36	3
ENOG4106PQ2	6
ENOG4106PQ3	2
ENOG4106PQ5	5
ENOG4106PQ6	6
ENOG4105X4C	5
ENOG4108E1Y	2
ENOG4105ITP	3
ENOG41080IT	2
ENOG4105Z7F	2
ENOG4105X4A	2
ENOG4108RZX	5
ENOG4106AHZ	6
ENOG4105GY2	4
ENOG4106AHX	3
ENOG4106AHY	5
ENOG410866Y	3
ENOG410866X	2
ENOG410866Z	4
ENOG410866U	4
ENOG4106AHS	4
ENOG4106AHP	7
ENOG410866V	4
ENOG410866Q	1
ENOG4106AHW	12
ENOG4106AHT	6
ENOG4106AHU	4
ENOG410866M	7
ENOG4108QX1	3
ENOG4106AHH	7
ENOG4108QX3	4
ENOG4106AHN	6
ENOG4107QBY	3
ENOG4108QX6	4
ENOG4108QX7	4
ENOG4108QX8	3
ENOG410866D	4
ENOG410866G	6
ENOG4107QBX	4
ENOG4106AHF	4
ENOG4106AHG	7
ENOG410866C	4
ENOG4107Y9K	8
ENOG41084Y2	3
ENOG4108QXB	12
ENOG4108QXC	13
ENOG4108669	5
ENOG4108668	8
ENOG4108QXF	5
ENOG4108QXG	2
ENOG4108QXH	2
ENOG4106AH3	6
ENOG4108667	5
ENOG4106AH1	5
ENOG4106AH6	7
ENOG4108660	9
ENOG4108QXN	2
ENOG4107KNT	3
ENOG4108QXP	1
ENOG4108QXQ	4
ENOG4108QXS	2
ENOG4108QXT	3
ENOG4108QXU	6
ENOG4108QXV	3
ENOG4108QXW	4
ENOG4108QXX	14
ENOG4108QXY	5
ENOG4107X23	3
ENOG4108SUN	4
ENOG4107Y9D	2
ENOG4108MFG	3
ENOG4106PQX	1
ENOG4106PQY	7
ENOG4106PQZ	4
ENOG4108SUP	3
ENOG4106PQP	3
ENOG4106PQR	1
ENOG4106PQS	4
ENOG4106PQT	1
ENOG4106PQU	5
ENOG4106PQV	2
ENOG4106PQW	3
ENOG4106PQH	1
ENOG41069GA	7
ENOG4106PQJ	1
ENOG4106PQK	10
ENOG4108QG8	5
ENOG4106PQN	9
ENOG4108RZU	3
ENOG4106PQA	2
ENOG4106PQB	1
ENOG4106PQC	4
ENOG4106PQD	1
ENOG4108PBU	1
ENOG4106PQF	3
ENOG4106PQG	2
ENOG410739A	2
ENOG410739B	4
ENOG4108MFI	3
ENOG410739D	4
ENOG410739E	8
ENOG410739F	10
ENOG410739G	6
ENOG4108PBS	3
ENOG410739J	3
ENOG4107KNN	3
ENOG410739M	14
ENOG410739N	3
ENOG410739P	3
ENOG4107C97	4
ENOG410739S	5
ENOG4108JWF	3
ENOG410739U	3
ENOG410739V	4
ENOG4107R50	2
ENOG410739X	1
ENOG410739Y	12
ENOG410739Z	3
ENOG41064B1	4
ENOG4107KNB	1
ENOG4107Y98	3
ENOG4108PBN	1
ENOG4107Y99	3
ENOG4108PBM	5
ENOG4107Y96	10
ENOG4108YRI	2
ENOG4108U3X	7
ENOG4107Y97	4
ENOG4108PBK	3
ENOG4108PBJ	2
ENOG41087BD	1
ENOG4105GYI	4
ENOG4108MFT	1
ENOG4107AVJ	1
ENOG4107Y92	4
ENOG41064B6	4
ENOG4107AVI	5
ENOG4107ZWR	2
ENOG4108PBG	14
ENOG4108FX4	3
ENOG4108B3T	1
ENOG4106II4	2
ENOG4107Y91	8
ENOG4106II7	7
ENOG4107AVN	4
ENOG4108MFY	2
ENOG4107AVM	2
ENOG4108PBC	5
ENOG4105F2Z	2
ENOG4108PBB	2
ENOG4107390	1
ENOG4107391	1
ENOG4107392	3
ENOG4107393	2
ENOG4107394	1
ENOG4107395	4
ENOG4107396	1
ENOG4107397	5
ENOG4107398	2
ENOG4107399	1
ENOG4107AVA	5
ENOG4106047	4
ENOG4105EMA	15
ENOG4105EMB	2
ENOG4106044	3
ENOG4105EMD	15
ENOG4106042	13
ENOG4105EMF	7
ENOG4105EMG	4
ENOG4105EMH	1
ENOG4105EMI	3
ENOG4105EMJ	1
ENOG4108B3M	4
ENOG4106049	5
ENOG4106048	3
ENOG4105EMP	13
ENOG4105EMQ	3
ENOG4107H19	4
ENOG4105EMS	14
ENOG4105EMT	4
ENOG4105EMU	12
ENOG4105EMV	9
ENOG4105EMW	10
ENOG4107H13	4
ENOG4105EMY	5
ENOG4105EMZ	15
ENOG41087BK	6
ENOG4107H17	2
ENOG4107H16	5
ENOG4107H15	7
ENOG4107H14	2
ENOG4105UJ1	1
ENOG4108B3A	6
ENOG41080CS	3
ENOG4105S65	1
ENOG4105UJ0	2
ENOG4105F2X	2
ENOG4108JWC	2
ENOG4106JIY	14
ENOG4105UJ3	1
ENOG4108PZ4	2
ENOG41087BW	1
ENOG41087BP	2
ENOG4108B3E	1
ENOG4106JIT	1
ENOG4105UJ4	3
ENOG4105S68	7
ENOG4105UJ7	6
ENOG4108QG1	4
ENOG4105UJ6	1
ENOG4108PZ3	3
ENOG4107AVS	1
ENOG41079QK	3
ENOG4105UJ8	2
ENOG4106F46	2
ENOG410604W	4
ENOG4107H1J	6
ENOG4107H1I	2
ENOG410604T	13
ENOG410604S	4
ENOG4107H1N	2
ENOG410604Q	14
ENOG4108D40	2
